"chunk_fr","chunk_en","topic_slug","source","source_type","register","exam_tag","cefr_level","review_status","review_notes","source_file","extractor","dup_count"
"Le jour où il est parti, il pleuvait","The day (that) he left, it was raining","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"le lendemain (the next day","demain (tomorrow","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Le leur / La leur Les leur","Theirs","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Le livre que j’ai lu était intéressant","The book I read was interesting","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Le mien, la mienne Les miens / Les miennes","Mine","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Le moment où j'ai compris la vérité","The moment (that/when) I understood the truth","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Le nôtre / La nôtre Les nôtres","Ours","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Le prix dont il est question","le prix de","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Le présentateur s'est perdu dans tous les chiffres qu'il citait","Le conférencier s'est perdu dans les dates / chiffres qu'il donnait","OTHER_IN_SCOPE_TEACHABLE","Egor_SExprimer_Methode_Eureka.docx","chadi_authored","","","","","","Egor_SExprimer_Methode_Eureka.docx","table","1"
"Le sien, la sienne Les siens, les siennes","His / Hers","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"le syndrome de l'imposteur","impostor syndrome","OTHER_IN_SCOPE_TEACHABLE","09022025.docx","chadi_authored","formel","","B2","","","09022025.docx","haiku","1"
"Le tien, la tienne Les tiens, les tiennes","Yours","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Le vôtre / La vôtre Les vôtres","Yours","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"LEQUEL","Le projet pour lequel","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"les ai achetées","have bought them (with agreement)","OTHER_IN_SCOPE_TEACHABLE","Correction_devoir1.docx","chadi_authored","","","B1","","","Correction_devoir1.docx","haiku","1"
"Les verbes pronominaux","Reflexive verbs","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","1"
"Like = les / Eat = des J'aime LES... / J'ai mangé DES","Same form for eat/like ""carrots"" = ""carrots","OTHER_IN_SCOPE_TEACHABLE","French_Articles_Course.docx","chadi_authored","","","","","","French_Articles_Course.docx","table","2"
"loin de","Les gens loin desquels je vis","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Lors de mon dernier voyage","During my last trip","OTHER_IN_SCOPE_TEACHABLE","Exercices.docx","chadi_authored","semi_formel","","B1","","","Exercices.docx","haiku","1"
"lui / elle","Pronoms toniques (can be used with ANY verb + prep) –after the verb","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","1"
"lui / leur","COI (indirect objects) – before the verb","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","1"
"Lève-TOI!","Ne TE lève pas!","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Manger → Mangé Tomber → Tombé Parler → Parlé","","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"marcher dans les montagnes","to walk in the mountains","OTHER_IN_SCOPE_TEACHABLE","03022025.docx","chadi_authored","informel","","A2","","","03022025.docx","haiku","1"
"mettre","to put","OTHER_IN_SCOPE_TEACHABLE","Jack-French-Session1-20Jan2025.docx","chadi_authored","","","","","","Jack-French-Session1-20Jan2025.docx","table","1"
"mettre en lumière","_______________________","OTHER_IN_SCOPE_TEACHABLE","Notes de cours pour Egor.docx","chadi_authored","","","","","","Notes de cours pour Egor.docx","table","2"
"mettre la patience à rude épreuve","to severely test patience","OTHER_IN_SCOPE_TEACHABLE","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"mettre mal à l'aise","to make uncomfortable","OTHER_IN_SCOPE_TEACHABLE","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"mettre à l'aise","to put at ease","OTHER_IN_SCOPE_TEACHABLE","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"montrer de la détermination","to show determination","OTHER_IN_SCOPE_TEACHABLE","17012025.docx","chadi_authored","formel","","B1","","","17012025.docx","haiku","1"
"Même si l’économie croît, il n’en reste pas moins que les inégalités augmentent. Even if the economy is growing, the fact remains that inequalities are increasing","Même si..., il n’en reste pas moins que... Even if..., the fact remains that","OTHER_IN_SCOPE_TEACHABLE","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"naviguer à vue","_______________________","OTHER_IN_SCOPE_TEACHABLE","Notes de cours pour Egor.docx","chadi_authored","","","","","","Notes de cours pour Egor.docx","table","2"
"Naître (to be born","Mourir (to die","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","3"
"ne cesse d'étonner","never stops surprising","OTHER_IN_SCOPE_TEACHABLE","Exercices.docx","chadi_authored","formel","","B2","","","Exercices.docx","haiku","1"
"ne pas cracher dans la soupe","not turn one's nose up at something","OTHER_IN_SCOPE_TEACHABLE","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"ne pas faire de chichis","to not make a fuss","OTHER_IN_SCOPE_TEACHABLE","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"ne pas faire de manières","to not put on airs","OTHER_IN_SCOPE_TEACHABLE","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"ne pas laisser de blancs prolongés","not to leave long silences","OTHER_IN_SCOPE_TEACHABLE","Réussir_la_tache_2.docx","chadi_authored","semi_formel","","B1","","","Réussir_la_tache_2.docx","haiku","1"
"ne pas pouvoir s'empêcher de","can't help (doing something","OTHER_IN_SCOPE_TEACHABLE","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"ne pas répondre à la provocation","to not respond to provocation","OTHER_IN_SCOPE_TEACHABLE","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"ne pas être opposé à","to not be opposed to","OTHER_IN_SCOPE_TEACHABLE","17012025.docx","chadi_authored","formel","","B1","","","17012025.docx","haiku","1"
"Ne soyez pas tenté d'abandonner","Don't be tempted to abandon","OTHER_IN_SCOPE_TEACHABLE","French_11.10.24.docx","chadi_authored","formel","","B1","","","French_11.10.24.docx","haiku","1"
"Ne t'en fais pas","don't worry","OTHER_IN_SCOPE_TEACHABLE","Introduction_to_colloquial_french.docx","chadi_authored","semi_formel","","A2","","","Introduction_to_colloquial_french.docx","haiku","1"
"No article after être Elle EST avocate","a"" before professions ""She's a lawyer","OTHER_IN_SCOPE_TEACHABLE","French_Articles_Course.docx","chadi_authored","","","","","","French_Articles_Course.docx","table","2"
"Nous devons comprendre les tenants et les aboutissants de cette situation","","OTHER_IN_SCOPE_TEACHABLE","correction_devoir.docx","chadi_authored","","","","","","correction_devoir.docx","table","1"
"Nous serions ravis de vous aider","We would be delighted to help you","OTHER_IN_SCOPE_TEACHABLE","Situations_hypoth_060325.docx","chadi_authored","","","","","","Situations_hypoth_060325.docx","regex","1"
"offre d'emploi","job offer","OTHER_IN_SCOPE_TEACHABLE","Réussir_la_tache_2.docx","chadi_authored","semi_formel","","A2","","","Réussir_la_tache_2.docx","haiku","1"
"On dit que... / Il se dit que... / Il paraît que","Les gens disent que","OTHER_IN_SCOPE_TEACHABLE","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"On m’a dit que le restaurant était fermé","I was told that","OTHER_IN_SCOPE_TEACHABLE","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"On s'est égarés et on a oublié de quoi on discutait","On s'est éloignés du sujet et on a perdu le fil de la conversation","OTHER_IN_SCOPE_TEACHABLE","Egor_SExprimer_Methode_Eureka.docx","chadi_authored","","","","","","Egor_SExprimer_Methode_Eureka.docx","table","1"
"On se capte pour un café","shall we meet up for a coffee","OTHER_IN_SCOPE_TEACHABLE","Introduction_to_colloquial_french.docx","chadi_authored","argotique","","B1","","","Introduction_to_colloquial_french.docx","haiku","1"
"On se retrouve pour un café","shall we meet for a coffee","OTHER_IN_SCOPE_TEACHABLE","Introduction_to_colloquial_french.docx","chadi_authored","semi_formel","","A2","","","Introduction_to_colloquial_french.docx","haiku","1"
"Où/Quand/Comment/Pourquoi... ?","où/quand/comment/pourquoi + statement","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Parier","To bet","OTHER_IN_SCOPE_TEACHABLE","cours_06_02_2026.docx","chadi_authored","","","","","","cours_06_02_2026.docx","table","1"
"parler","to speak / to talk","OTHER_IN_SCOPE_TEACHABLE","Jack-French-Session1-20Jan2025.docx","chadi_authored","","","","","","Jack-French-Session1-20Jan2025.docx","table","2"
"parleraient","Ils","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"parlerais","Tu","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"parlerait","Il","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"parts de l'État","state shares","OTHER_IN_SCOPE_TEACHABLE","Exercices_21022025.docx","chadi_authored","formel","","B2","","","Exercices_21022025.docx","haiku","1"
"Parvenu","Parvenir","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Passé récent","Futur proche","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Permis","Permettre","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"perspective de carrière","career prospects","OTHER_IN_SCOPE_TEACHABLE","Réussir_la_tache_2.docx","chadi_authored","formel","","B1","","","Réussir_la_tache_2.docx","haiku","1"
"plein de","full of, lots of","OTHER_IN_SCOPE_TEACHABLE","French._quantities..docx","chadi_authored","informel","","A2","","","French._quantities..docx","haiku","1"
"plonger dans l'obscurité","to plunge into darkness","OTHER_IN_SCOPE_TEACHABLE","Power_Cut_Matthew_A2B1.docx","chadi_authored","","","","","","Power_Cut_Matthew_A2B1.docx","table","1"
"Pour les CHOSES, on utilise TOUJOURS LEQUEL après préposition","jamais ""avec qui","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","2"
"pour moi, avec elle, chez nous","Pronoms toniques (moi, toi, lui","OTHER_IN_SCOPE_TEACHABLE","French_Object_Pronouns.docx","chadi_authored","","","","","","French_Object_Pronouns.docx","table","1"
"Pourquoi est-ce que ce livre est utile ? À quoi sert-il exactement ?","Why is this book useful? What is it exactly for?","OTHER_IN_SCOPE_TEACHABLE","15112024.docx","chadi_authored","","","","","","15112024.docx","regex","1"
"Pourquoi est-il important d’avoir des personnes sur lesquelles on peut compter ?","Why is it important to have people you can count on?","OTHER_IN_SCOPE_TEACHABLE","15112024.docx","chadi_authored","","","","","","15112024.docx","regex","1"
"Pourquoi est-il parfois difficile de s’entendre avec ses voisins ?","Why is it sometimes hard to get along with neighbors?","OTHER_IN_SCOPE_TEACHABLE","15112024.docx","chadi_authored","","","","","","15112024.docx","regex","1"
"POURQUOI why","Pourquoi est-ce que tu refuses ?","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Pourriez-vous m'en dire davantage","Could you tell me more about it","OTHER_IN_SCOPE_TEACHABLE","Réussir_la_tache_2.docx","chadi_authored","formel","","B1","","","Réussir_la_tache_2.docx","haiku","1"
"Pourriez-vous me dire","Could you tell me","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Pris","Prendre","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"prép+QUI","La personne avec qui","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Qu'en est-il de","What about","OTHER_IN_SCOPE_TEACHABLE","13012025.docx","chadi_authored","semi_formel","","B1","","","13012025.docx","haiku","1"
"Qu'est-ce que","ce que","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","3"
"Qu'est-ce que... ?","ce que + statement order","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Qu'est-ce qui","ce qui","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","3"
"Qu'il en soit ainsi !","So be it!","OTHER_IN_SCOPE_TEACHABLE","Annexe_Subjonctif_Exemples_Exhaustifs_Egor.docx","chadi_authored","","","","","","Annexe_Subjonctif_Exemples_Exhaustifs_Egor.docx","table","1"
"Qu'il s'en aille !","Let him go away!","OTHER_IN_SCOPE_TEACHABLE","Annexe_Subjonctif_Exemples_Exhaustifs_Egor.docx","chadi_authored","","","","","","Annexe_Subjonctif_Exemples_Exhaustifs_Egor.docx","table","2"
"Qu'à cela ne tienne !","Never mind that! / No problem!","OTHER_IN_SCOPE_TEACHABLE","Annexe_Subjonctif_Exemples_Exhaustifs_Egor.docx","chadi_authored","","","","","","Annexe_Subjonctif_Exemples_Exhaustifs_Egor.docx","table","1"
"Quand je conseille mes enfants, je parle dans le vide / je prêche dans le désert","Mes conseils entrent par une oreille et sortent par l'autre avec mes enfants","OTHER_IN_SCOPE_TEACHABLE","Egor_SExprimer_Methode_Eureka.docx","chadi_authored","","","","","","Egor_SExprimer_Methode_Eureka.docx","table","1"
"Quand même","Still / Even so","OTHER_IN_SCOPE_TEACHABLE","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"quantité de","quantity of, a lot of","OTHER_IN_SCOPE_TEACHABLE","French._quantities..docx","chadi_authored","formel","","B1","","","French._quantities..docx","haiku","1"
"Qui est ce que","Who + sujet + verbe","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","1"
"Qui est ce qui","Who + verbe","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","1"
"qui est garée","which is parked","OTHER_IN_SCOPE_TEACHABLE","Correction_devoir1.docx","chadi_authored","","","A2","","","Correction_devoir1.docx","haiku","1"
"Qui est-ce que/qui","qui","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Qui est-ce qui/que... ?","qui + statement order","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Qui s’inquiète souvent pour toi ?","Who often worries about you?","OTHER_IN_SCOPE_TEACHABLE","15112024.docx","chadi_authored","","","","","","15112024.docx","regex","1"
"Quitte à + infinitif","even if it means","OTHER_IN_SCOPE_TEACHABLE","Notes de cours pour Egor.docx","chadi_authored","","","","","","Notes de cours pour Egor.docx","regex","2"
"QUOI","Ce à quoi je pense","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Quoi qu’il en soit","Be that as it may","OTHER_IN_SCOPE_TEACHABLE","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"QUOI s'utilise après une préposition quand l'antécédent est abstrait","ce, quelque chose, rien","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","2"
"QUOI/QUE what","","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Qu’est-ce que ta “bête noire” en ce moment ? Pourquoi ?","What is your “pet peeve” right now? Why?","OTHER_IN_SCOPE_TEACHABLE","15112024.docx","chadi_authored","","","","","","15112024.docx","regex","1"
"Qu’écoutes-tu ?","What are you listening to?","OTHER_IN_SCOPE_TEACHABLE","cours_francais_12_02_2026.docx","chadi_authored","","","","","","cours_francais_12_02_2026.docx","table","1"
"Ravi(e) de vous rencontrer","Delighted to meet you (formal","OTHER_IN_SCOPE_TEACHABLE","Jack-Speaking-Session2.docx","chadi_authored","","","","","","Jack-Speaking-Session2.docx","table","2"
"raviver de vieilles blessures","to reopen old wounds","OTHER_IN_SCOPE_TEACHABLE","Cause_Consequence_Methode_Eureka.docx","chadi_authored","","","","","","Cause_Consequence_Methode_Eureka.docx","table","1"
"recherche d'emploi","job search","OTHER_IN_SCOPE_TEACHABLE","Réussir_la_tache_2.docx","chadi_authored","semi_formel","","A2","","","Réussir_la_tache_2.docx","haiku","1"
"reconnaissance de notre travail","recognition of our work","OTHER_IN_SCOPE_TEACHABLE","Exercices_21022025.docx","chadi_authored","semi_formel","","B1","","","Exercices_21022025.docx","haiku","1"
"Reconnaître quand quelqu'un évite vos questions","langue de bois, esquiver","OTHER_IN_SCOPE_TEACHABLE","Egor_SExprimer_Methode_Eureka.docx","chadi_authored","","","","","","Egor_SExprimer_Methode_Eureka.docx","regex","1"
"Remis","Remettre","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Rendre","to make / to transform","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","1"
"Repris","Reprendre","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Retourner (to return","Rentrer (to go home","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"riche en émotions","rich in emotions","OTHER_IN_SCOPE_TEACHABLE","03022025.docx","chadi_authored","semi_formel","","B1","","","03022025.docx","haiku","1"
"Rien de ouf","nothing crazy","OTHER_IN_SCOPE_TEACHABLE","Introduction_to_colloquial_french.docx","chadi_authored","argotique","","B1","","","Introduction_to_colloquial_french.docx","haiku","1"
"réagir à chaud","to react in the heat of the moment","OTHER_IN_SCOPE_TEACHABLE","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"Réfléchi","Réfléchir","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"réserver un billet d'avion","to book a plane ticket","OTHER_IN_SCOPE_TEACHABLE","03022025.docx","chadi_authored","semi_formel","","A2","","","03022025.docx","haiku","1"
"Réveille-TOI!","Ne TE réveille pas!","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Réveiller = to wake","someone up","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","1"
"Réveillez-VOUS!","Ne VOUS réveillez pas!","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Réveillons-NOUS!","Ne NOUS réveillons pas!","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"s'en donner à cœur joie","to have a whale of a time","OTHER_IN_SCOPE_TEACHABLE","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"sans","Le collègue sans lequel","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"sans l'ombre d'un doute","_______________________","OTHER_IN_SCOPE_TEACHABLE","Notes de cours pour Egor.docx","chadi_authored","","","","","","Notes de cours pour Egor.docx","table","2"
"se couper en quatre","to bend over backwards","OTHER_IN_SCOPE_TEACHABLE","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"Si ce livre ne servait à rien, que ferais-tu avec ?","If this book served no purpose, what would you do with it?","OTHER_IN_SCOPE_TEACHABLE","15112024.docx","chadi_authored","","","","","","15112024.docx","regex","1"
"Si tu devais compter sur une seule personne pour réaliser un rêve, qui choisirais-tu et pourquoi ?","If you had to count on one person to achieve a dream, who would you choose and why?","OTHER_IN_SCOPE_TEACHABLE","15112024.docx","chadi_authored","","","","","","15112024.docx","regex","1"
"Son discours a déchaîné les réactions violentes","","OTHER_IN_SCOPE_TEACHABLE","correction_devoir.docx","chadi_authored","","","","","","correction_devoir.docx","table","1"
"Son frère travaille dans une ville. Cette ville se trouve près de Montréal","place","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","1"
"sortir de ses gonds","to lose one's temper, to snap","OTHER_IN_SCOPE_TEACHABLE","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"sous","ce sous quoi","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","1"
"soyez prêt à improviser","be ready to improvise","OTHER_IN_SCOPE_TEACHABLE","Réussir_la_tache_2.docx","chadi_authored","semi_formel","","B1","","","Réussir_la_tache_2.docx","haiku","1"
"subir le contrecoup / pâtir de","to suffer the backlash / to suffer from","OTHER_IN_SCOPE_TEACHABLE","Cause_Consequence_Methode_Eureka.docx","chadi_authored","","","","","","Cause_Consequence_Methode_Eureka.docx","table","1"
"S’occuper de Je m’occupe de Tu t’occupes de Il s’occupe de Nous nous occupons de Vous vous occupez de Ils s’occupent de","Se passer de Je me passe de Tu te passes de Il se passe de Nous nous passons de Vous vous passez de Ils se passent de","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"t'as fini à quelle heure","what time did you finish","OTHER_IN_SCOPE_TEACHABLE","Introduction_to_colloquial_french.docx","chadi_authored","informel","","A2","","","Introduction_to_colloquial_french.docx","haiku","1"
"t'as un spot en tête","do you have a place in mind","OTHER_IN_SCOPE_TEACHABLE","Introduction_to_colloquial_french.docx","chadi_authored","informel","","B1","","","Introduction_to_colloquial_french.docx","haiku","1"
"Tenu","Tenir","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"The relative pronoun IS the subject","The relative pronoun IS the object","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Things/Ideas/Clauses preceded by à","NEVER people!","OTHER_IN_SCOPE_TEACHABLE","French_Object_Pronouns_Complete_Guide.docx","chadi_authored","","","","","","French_Object_Pronouns_Complete_Guide.docx","regex","2"
"to go down (movement) Je suis descendu(e). I went downstairs","to bring/take something down J'ai descendu la télé. I brought the TV down","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"to go out (movement) Je suis sorti(e) avec mes amis. I went out with my friends","to take something out J'ai sorti la télé de ma chambre. I took the TV out of my room","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"to go up (movement) Je suis monté(e) dans les escaliers. I went up the stairs","to bring/take something up J'ai monté la télé à la chambre. I brought the TV up to the room","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"to return / go back (movement) Je suis retourné(e) à Paris. I returned to Paris","to return something (give back) J'ai retourné le produit au magasin. I returned the product to the store","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"tout à l'heure","in a moment / shortly / soon","OTHER_IN_SCOPE_TEACHABLE","03022025.docx","chadi_authored","informel","","A2","","","03022025.docx","haiku","1"
"transports en commun","transports publics","OTHER_IN_SCOPE_TEACHABLE","TCF_Canada___Expression_Orale_(Tâche_3)__Thèmes_courants_et_vocabulaire_essentiel.docx","chadi_authored","","","","","","TCF_Canada___Expression_Orale_(Tâche_3)__Thèmes_courants_et_vocabulaire_essentiel.docx","regex","1"
"travailler en présentiel","to work in person","OTHER_IN_SCOPE_TEACHABLE","13012025.docx","chadi_authored","semi_formel","","B1","","","13012025.docx","haiku","1"
"travailler à distance","to work remotely","OTHER_IN_SCOPE_TEACHABLE","13012025.docx","chadi_authored","semi_formel","","B1","","","13012025.docx","haiku","1"
"trop de choses à gérer","too many things to handle","OTHER_IN_SCOPE_TEACHABLE","Introduction_to_colloquial_french.docx","chadi_authored","semi_formel","","A2","","","Introduction_to_colloquial_french.docx","haiku","1"
"trousse de secours","first aid kit","OTHER_IN_SCOPE_TEACHABLE","Discours_indirect.docx","chadi_authored","formel","","B1","","","Discours_indirect.docx","haiku","1"
"Tu as beaucoup d'expérience ?","Do you have a lot of experience?","OTHER_IN_SCOPE_TEACHABLE","Jack_French_Class_2.docx","chadi_authored","","","","","","Jack_French_Class_2.docx","table","1"
"Tu as un endroit en tête","do you have a place in mind","OTHER_IN_SCOPE_TEACHABLE","Introduction_to_colloquial_french.docx","chadi_authored","semi_formel","","A2","","","Introduction_to_colloquial_french.docx","haiku","1"
